NotepadID,Page,Timestamp,X,Y,TiltX,TiltY,Twist,Force,DotType
310,32,1624604204458,9.33,10.38,76,162,22,412,PEN_DOWN
310,32,1624604204504,9.31,10.36,75,157,22,591,PEN_MOVE
310,32,1624604204608,9.28,10.36,76,159,22,682,PEN_MOVE
310,32,1624604204655,9.25,10.38,75,160,21,686,PEN_MOVE
310,32,1624604204678,9.19,10.39,77,156,21,683,PEN_MOVE
310,32,1624604204690,9.12,10.41,77,156,21,684,PEN_MOVE
310,32,1624604204700,9.06,10.44,77,158,21,685,PEN_MOVE
310,32,1624604204712,9.02,10.47,77,156,21,684,PEN_MOVE
310,32,1624604204724,8.99,10.48,76,165,21,681,PEN_MOVE
310,32,1624604204735,8.96,10.51,78,162,21,678,PEN_MOVE
310,32,1624604204759,8.92,10.56,79,169,21,682,PEN_MOVE
310,32,1624604204770,8.86,10.61,77,162,21,682,PEN_MOVE
310,32,1624604204781,8.75,10.68,76,158,20,681,PEN_MOVE
310,32,1624604204792,8.65,10.78,77,161,20,669,PEN_MOVE
310,32,1624604204804,8.54,10.88,76,159,20,667,PEN_MOVE
310,32,1624604204815,8.49,10.93,77,161,20,670,PEN_MOVE
310,32,1624604204828,8.46,10.95,76,161,20,671,PEN_MOVE
310,32,1624604204873,8.43,10.98,76,161,20,667,PEN_MOVE
310,32,1624604204896,8.41,11,75,158,20,663,PEN_MOVE
310,32,1624604204908,8.28,11.17,75,156,20,649,PEN_MOVE
310,32,1624604204919,8.16,11.38,76,153,20,647,PEN_MOVE
310,32,1624604204932,8.1,11.49,78,149,20,644,PEN_MOVE
310,32,1624604204944,8.05,11.6,77,153,20,642,PEN_MOVE
310,32,1624604204955,8.01,11.68,78,153,20,639,PEN_MOVE
310,32,1624604204967,7.99,11.75,78,154,20,636,PEN_MOVE
310,32,1624604204978,7.97,11.82,78,152,20,634,PEN_MOVE
310,32,1624604204990,7.96,11.87,77,150,19,631,PEN_MOVE
310,32,1624604205002,7.95,11.91,77,151,19,627,PEN_MOVE
310,32,1624604205012,7.95,11.96,77,149,19,626,PEN_MOVE
310,32,1624604205025,7.94,12.02,76,150,19,625,PEN_MOVE
310,32,1624604205036,7.95,12.1,77,151,19,626,PEN_MOVE
310,32,1624604205046,7.95,12.16,76,146,19,615,PEN_MOVE
310,32,1624604205071,7.96,12.2,76,145,19,607,PEN_MOVE
310,32,1624604205127,8,12.21,76,147,19,592,PEN_MOVE
310,32,1624604205139,8.04,12.21,77,145,19,590,PEN_MOVE
310,32,1624604205151,8.09,12.21,76,142,19,591,PEN_MOVE
310,32,1624604205163,8.16,12.21,77,144,19,593,PEN_MOVE
310,32,1624604205175,8.26,12.2,78,149,19,595,PEN_MOVE
310,32,1624604205187,8.33,12.2,77,143,19,592,PEN_MOVE
310,32,1624604205198,8.39,12.19,77,147,19,590,PEN_MOVE
310,32,1624604205208,8.45,12.19,77,150,20,589,PEN_MOVE
310,32,1624604205220,8.5,12.18,77,148,20,590,PEN_MOVE
310,32,1624604205231,8.54,12.17,76,150,20,592,PEN_MOVE
310,32,1624604205244,8.59,12.17,77,145,20,592,PEN_MOVE
310,32,1624604205256,8.65,12.16,78,145,20,591,PEN_MOVE
310,32,1624604205267,8.69,12.15,78,141,20,589,PEN_MOVE
310,32,1624604205279,8.74,12.14,78,143,20,589,PEN_MOVE
310,32,1624604205290,8.78,12.13,77,144,20,590,PEN_MOVE
310,32,1624604205300,8.82,12.12,77,145,20,592,PEN_MOVE
310,32,1624604205312,8.85,12.12,77,149,20,592,PEN_MOVE
310,32,1624604205336,8.88,12.11,77,146,20,588,PEN_MOVE
310,32,1624604205371,8.91,12.11,77,147,20,590,PEN_MOVE
310,32,1624604205383,8.94,12.11,77,146,20,590,PEN_MOVE
310,32,1624604205394,8.99,12.1,77,144,20,588,PEN_MOVE
310,32,1624604205404,9.04,12.1,77,144,20,588,PEN_MOVE
310,32,1624604205418,9.09,12.1,77,142,20,588,PEN_MOVE
310,32,1624604205429,9.12,12.1,76,147,20,590,PEN_MOVE
310,32,1624604205440,9.16,12.1,75,145,20,591,PEN_MOVE
310,32,1624604205451,9.19,12.1,76,144,20,590,PEN_MOVE
310,32,1624604205463,9.24,12.1,76,148,20,589,PEN_MOVE
310,32,1624604205475,9.29,12.11,75,142,20,587,PEN_MOVE
310,32,1624604205487,9.34,12.11,75,144,20,588,PEN_MOVE
